method,n,sim_id,component,mu_true,mu_hat,ci_lower,ci_upper,covered,elapsed_time
Gibbs,1000,322,1,0,-0.01441702868988236,-0.1355904271897575,0.10827517714702324,1,156.639
Gibbs,1000,322,2,5,5.015275146206735,4.8811328488655885,5.147955033034598,1,156.639
Gibbs,1000,322,3,10,9.921617273036611,9.789376850364649,10.05834197839882,1,156.639
Gibbs,1000,322,4,20,19.993512280585698,19.870990508570692,20.116790403305128,1,156.639
VB,1000,322,1,0,-0.01406714984698082,-0.13410891001897435,0.1059746103250127,1,0.14399999999997704
VB,1000,322,2,5,5.014601798151789,4.891045330747312,5.138158265556266,1,0.14399999999997704
VB,1000,322,3,10,9.921278308048558,9.79309346809158,10.049463148005538,1,0.14399999999997704
VB,1000,322,4,20,19.99447483667563,19.870017221416255,20.118932451935,1,0.14399999999997704
Gibbs,1000,323,1,0,-0.01194700709095706,-0.12898535735063987,0.10680895686342752,1,155.94500000000002
Gibbs,1000,323,2,5,5.071732995784305,4.93097401954429,5.214817301826862,1,155.94500000000002
Gibbs,1000,323,3,10,10.055442615231502,9.92836204178013,10.179890230137405,1,155.94500000000002
Gibbs,1000,323,4,20,19.94817157189504,19.82459070101934,20.074206871354654,1,155.94500000000002
VB,1000,323,1,0,-0.0115696145735638,-0.1268877419123885,0.10374851276526088,1,0.21299999999999383
VB,1000,323,2,5,5.071503242025522,4.937024199838174,5.205982284212871,1,0.21299999999999383
VB,1000,323,3,10,10.054655700781876,9.931849900422725,10.177461501141028,1,0.21299999999999383
VB,1000,323,4,20,19.947478773632987,19.82200520245216,20.072952344813817,1,0.21299999999999383
Gibbs,1000,324,1,0,-0.0146693627368998,-0.14427816841256125,0.11199071052328344,1,156.21200000000002
Gibbs,1000,324,2,5,5.038044963106104,4.906453571757233,5.169646374316858,1,156.21200000000002
Gibbs,1000,324,3,10,9.958048675878944,9.827858123779514,10.088155438853244,1,156.21200000000002
Gibbs,1000,324,4,20,20.104900287603822,19.976341334018844,20.230601611541243,1,156.21200000000002
VB,1000,324,1,0,-0.01500002004996375,-0.13658892123534838,0.10658888113542088,1,0.14300000000000068
VB,1000,324,2,5,5.037480465624029,4.916911032423375,5.158049898824682,1,0.14300000000000068
VB,1000,324,3,10,9.95780026113645,9.83099591675225,10.08460460552065,1,0.14300000000000068
VB,1000,324,4,20,20.10509763973603,19.97778464435341,20.232410635118654,1,0.14300000000000068
Gibbs,1000,325,1,0,0.01199433061988603,-0.11709378791744252,0.13872931189310675,1,157.346
Gibbs,1000,325,2,5,5.061296932223922,4.934951412492317,5.189524786841563,1,157.346
Gibbs,1000,325,3,10,9.984974199901629,9.851870608978755,10.112721503838957,1,157.346
Gibbs,1000,325,4,20,20.05194885644712,19.92590042122024,20.180253529762727,1,157.346
VB,1000,325,1,0,0.01218664926680037,-0.11096439534535683,0.13533769387895758,1,0.7609999999999957
VB,1000,325,2,5,5.061519314222171,4.94103275033222,5.182005878112121,1,0.7609999999999957
VB,1000,325,3,10,9.984903287943771,9.859453390476638,10.110353185410904,1,0.7609999999999957
VB,1000,325,4,20,20.05317940517231,19.92613414434193,20.18022466600269,1,0.7609999999999957
Gibbs,1000,326,1,0,0.04200622637615739,-0.07827541013512772,0.16631445145278367,1,156.421
Gibbs,1000,326,2,5,4.909739639213846,4.770809044524475,5.047267541253785,1,156.421
Gibbs,1000,326,3,10,9.872100537006052,9.74171656437611,9.997998186415362,0,156.421
Gibbs,1000,326,4,20,19.93373719119118,19.809440232344745,20.06234091892317,1,156.421
VB,1000,326,1,0,0.04259297369046723,-0.07677670356131022,0.16196265094224468,1,0.13900000000001
VB,1000,326,2,5,4.909960818323218,4.781067299862101,5.038854336784335,1,0.13900000000001
VB,1000,326,3,10,9.87293301875054,9.749998689942286,9.995867347558791,0,0.13900000000001
VB,1000,326,4,20,19.933352882041845,19.808135630765715,20.058570133317975,1,0.13900000000001
Gibbs,1000,327,1,0,0.00775250654027316,-0.1244388815376106,0.14025517561919162,1,155.399
Gibbs,1000,327,2,5,4.91225526021,4.770767209571364,5.055609994463907,1,155.399
Gibbs,1000,327,3,10,10.116244539943123,9.993962621195768,10.24262445689603,1,155.399
Gibbs,1000,327,4,20,20.03983911290128,19.9253866246477,20.154511526309463,1,155.399
VB,1000,327,1,0,0.00810981635908037,-0.11968531794504315,0.1359049506632039,1,0.1560000000000059
VB,1000,327,2,5,4.910875715223315,4.778744940821822,5.043006489624808,1,0.1560000000000059
VB,1000,327,3,10,10.115941103179129,9.99502799333347,10.236854213024788,1,0.1560000000000059
VB,1000,327,4,20,20.039709157882523,19.922994925767068,20.15642338999798,1,0.1560000000000059
Gibbs,1000,328,1,0,0.00619227472278408,-0.1224021264809482,0.13489292042206455,1,155.849
Gibbs,1000,328,2,5,4.986589685546358,4.855425000450272,5.116939610645876,1,155.849
Gibbs,1000,328,3,10,10.076350120829586,9.950045187020056,10.204066863870038,1,155.849
Gibbs,1000,328,4,20,19.99172390956247,19.86665535531146,20.115120407414867,1,155.849
VB,1000,328,1,0,0.00685501731272464,-0.11679999398682184,0.13051002861227112,1,0.15799999999998704
VB,1000,328,2,5,4.986942114875781,4.861308354208061,5.1125758755435005,1,0.15799999999998704
VB,1000,328,3,10,10.07714303155323,9.95328126811486,10.201004794991604,1,0.15799999999998704
VB,1000,328,4,20,19.992516103598067,19.86977854914055,20.115253658055583,1,0.15799999999998704
Gibbs,1000,329,1,0,0.03660124992382249,-0.09291915516775678,0.16597879648156347,1,155.74800000000002
Gibbs,1000,329,2,5,5.02625926787669,4.893502928114734,5.1588619695287115,1,155.74800000000002
Gibbs,1000,329,3,10,9.911774787615569,9.787956215926528,10.04075768726737,1,155.74800000000002
Gibbs,1000,329,4,20,19.92777430841635,19.801221310813844,20.051777746909057,1,155.74800000000002
VB,1000,329,1,0,0.03576690500703357,-0.09075587083148604,0.16228968084555315,1,0.16799999999997794
VB,1000,329,2,5,5.02590846675719,4.902364582330076,5.149452351184303,1,0.16799999999997794
VB,1000,329,3,10,9.91182962538905,9.789889939500435,10.033769311277664,1,0.16799999999997794
VB,1000,329,4,20,19.927082292984185,19.803123487897786,20.051041098070588,1,0.16799999999997794
Gibbs,1000,33,1,0,0.03862580936607039,-0.0915710240160404,0.16617551751440465,1,156.364
Gibbs,1000,33,2,5,5.053546821004288,4.915970899494975,5.186710514451278,1,156.364
Gibbs,1000,33,3,10,10.001697173163851,9.876474726692395,10.129678705226404,1,156.364
Gibbs,1000,33,4,20,20.049444278672965,19.927154398440848,20.17042951295105,1,156.364
VB,1000,33,1,0,0.03862197215459104,-0.08512739012898257,0.16237133443816465,1,0.15800000000001546
VB,1000,33,2,5,5.053490555609088,4.928929827275434,5.178051283942741,1,0.15800000000001546
VB,1000,33,3,10,10.002766833462262,9.880164651317424,10.1253690156071,1,0.15800000000001546
VB,1000,33,4,20,20.04823265598657,19.923270160088425,20.173195151884716,1,0.15800000000001546
Gibbs,1000,330,1,0,-0.01022337410028884,-0.13646263519364327,0.11638097706377538,1,155.26
Gibbs,1000,330,2,5,5.073609899473386,4.940627835056516,5.2056793610135745,1,155.26
Gibbs,1000,330,3,10,9.88519212946876,9.756379474382433,10.017239233771058,1,155.26
Gibbs,1000,330,4,20,20.04477669203551,19.92769263737704,20.165030748598433,1,155.26
VB,1000,330,1,0,-0.01025813151155711,-0.13258160985076853,0.1120653468276543,1,0.14400000000000546
VB,1000,330,2,5,5.074916283559812,4.949026033756895,5.200806533362729,1,0.14400000000000546
VB,1000,330,3,10,9.885539995899869,9.757106692211927,10.013973299587809,1,0.14400000000000546
VB,1000,330,4,20,20.044792004447896,19.92506818314955,20.164515825746243,1,0.14400000000000546
Gibbs,1000,331,1,0,-0.00814049319093898,-0.1370816884908604,0.12252692121737388,1,155.308
Gibbs,1000,331,2,5,4.984476019483202,4.85073121319852,5.12101930151411,1,155.308
Gibbs,1000,331,3,10,9.974045804316535,9.851896429388589,10.097755743552742,1,155.308
Gibbs,1000,331,4,20,19.937608374741135,19.806834297303983,20.068406434182005,1,155.308
VB,1000,331,1,0,-0.00869057909755036,-0.13201960038062774,0.114638442185527,1,0.1560000000000059
VB,1000,331,2,5,4.983978814217542,4.861158750311351,5.106798878123732,1,0.1560000000000059
VB,1000,331,3,10,9.973460607360224,9.855007843142214,10.091913371578237,1,0.1560000000000059
VB,1000,331,4,20,19.937688564123903,19.805247061704353,20.07013006654346,1,0.1560000000000059
Gibbs,1000,332,1,0,-0.03910739722527198,-0.1708693539853147,0.09418605767736311,1,154.636
Gibbs,1000,332,2,5,4.92620600111199,4.79400368426351,5.060308470558383,1,154.636
Gibbs,1000,332,3,10,10.038385408121504,9.916327292308338,10.160414300601216,1,154.636
Gibbs,1000,332,4,20,20.04684559709284,19.923913136263273,20.16886313019435,1,154.636
VB,1000,332,1,0,-0.04043469192653772,-0.16684278426625326,0.0859734004131778,1,0.257000000000005
VB,1000,332,2,5,4.925430738939871,4.797166406317762,5.053695071561979,1,0.257000000000005
VB,1000,332,3,10,10.038387325350543,9.918685233078367,10.15808941762272,1,0.257000000000005
VB,1000,332,4,20,20.047708342252623,19.92568643688675,20.169730247618496,1,0.257000000000005
Gibbs,1000,333,1,0,-0.07716545259081783,-0.20878311950177053,0.05066808751700179,1,154.871
Gibbs,1000,333,2,5,4.993002286563422,4.862853489627547,5.118014469768596,1,154.871
Gibbs,1000,333,3,10,9.985393489668883,9.859525602821218,10.107502646216732,1,154.871
Gibbs,1000,333,4,20,20.00234236770943,19.871163005875,20.128801505313984,1,154.871
VB,1000,333,1,0,-0.07716075132393886,-0.20256280796774032,0.04824130531986263,1,0.23999999999998067
VB,1000,333,2,5,4.994198150302415,4.873481683528886,5.114914617075944,1,0.23999999999998067
VB,1000,333,3,10,9.986878843830487,9.866047893934612,10.107709793726364,1,0.23999999999998067
VB,1000,333,4,20,20.00274536623724,19.87322774841319,20.13226298406129,1,0.23999999999998067
Gibbs,1000,334,1,0,-0.03032913121535412,-0.15565844579384475,0.09424163986623706,1,155.007
Gibbs,1000,334,2,5,4.959449285630696,4.827542341854143,5.096322867754038,1,155.007
Gibbs,1000,334,3,10,9.88761016103364,9.76099954322874,10.02015200499444,1,155.007
Gibbs,1000,334,4,20,20.059848324791865,19.936221649828237,20.185161702195305,1,155.007
VB,1000,334,1,0,-0.03003694582958019,-0.15257881368450243,0.09250492202534204,1,0.1560000000000059
VB,1000,334,2,5,4.958979501528932,4.835644194044479,5.082314809013385,1,0.1560000000000059
VB,1000,334,3,10,9.887028037023908,9.7634764519766,10.010579622071218,1,0.1560000000000059
VB,1000,334,4,20,20.05999173674709,19.93347691646896,20.186506557025226,1,0.1560000000000059
Gibbs,1000,335,1,0,-0.01825887580738348,-0.14463407949118204,0.11128245504251512,1,154.877
Gibbs,1000,335,2,5,5.035169597545692,4.8931799200423525,5.181031061039429,1,154.877
Gibbs,1000,335,3,10,10.028410808235948,9.908936618162336,10.15124216534071,1,154.877
Gibbs,1000,335,4,20,19.892542618555748,19.766701057689296,20.015745431708854,1,154.877
VB,1000,335,1,0,-0.01941091639374414,-0.14283180628927933,0.10400997350179104,1,0.15699999999998226
VB,1000,335,2,5,5.034948011227159,4.901779255773471,5.168116766680846,1,0.15699999999998226
VB,1000,335,3,10,10.028968608947457,9.910172336575846,10.147764881319068,1,0.15699999999998226
VB,1000,335,4,20,19.89237092680338,19.77058480372852,20.014157049878243,1,0.15699999999998226
Gibbs,1000,336,1,0,-0.01633848128996887,-0.1367470680835038,0.10996248784409404,1,155.143
Gibbs,1000,336,2,5,4.970520477678598,4.838538033395767,5.100398584074729,1,155.143
Gibbs,1000,336,3,10,10.010601712785384,9.881844189304088,10.14048388112172,1,155.143
Gibbs,1000,336,4,20,19.866079492206563,19.74106142030769,19.993258987744564,0,155.143
VB,1000,336,1,0,-0.01637783528761391,-0.13677782934052085,0.10402215876529304,1,0.22100000000000364
VB,1000,336,2,5,4.971032186301143,4.848092115792163,5.0939722568101224,1,0.22100000000000364
VB,1000,336,3,10,10.01144352796679,9.883818184789448,10.139068871144133,1,0.22100000000000364
VB,1000,336,4,20,19.86591335299617,19.740696101707123,19.991130604285217,0,0.22100000000000364
Gibbs,1000,337,1,0,-0.01146192886373126,-0.13920309780905965,0.11728474122352206,1,155.43
Gibbs,1000,337,2,5,4.837710416797598,4.697422383806729,4.9752861418067225,0,155.43
Gibbs,1000,337,3,10,9.891042127745726,9.764162343433254,10.016571672939111,1,155.43
Gibbs,1000,337,4,20,19.979613446589333,19.85928862387016,20.10050887551141,1,155.43
VB,1000,337,1,0,-0.01125358003202026,-0.13421128738004576,0.11170412731600522,1,0.1560000000000059
VB,1000,337,2,5,4.837706533557019,4.707295102755544,4.968117964358494,0,0.1560000000000059
VB,1000,337,3,10,9.889618027912558,9.768075856043062,10.011160199782054,1,0.1560000000000059
VB,1000,337,4,20,19.980515496939606,19.858963794553535,20.10206719932568,1,0.1560000000000059
Gibbs,1000,338,1,0,-0.02418117076529601,-0.14641160405020187,0.09829329890507713,1,156.299
Gibbs,1000,338,2,5,5.0830374635959545,4.944526180369179,5.224826747497065,1,156.299
Gibbs,1000,338,3,10,9.88142391878612,9.756630759541952,10.008845890612404,1,156.299
Gibbs,1000,338,4,20,19.948237358248807,19.821613894430577,20.077117254910732,1,156.299
VB,1000,338,1,0,-0.02454394141929725,-0.14528245781754448,0.09619457497894998,1,0.16600000000002524
VB,1000,338,2,5,5.082959098733424,4.954534358620365,5.211383838846483,1,0.16600000000002524
VB,1000,338,3,10,9.880624093053145,9.760354144420091,10.000894041686196,1,0.16600000000002524
VB,1000,338,4,20,19.949623654274117,19.822578393447507,20.07666891510073,1,0.16600000000002524
Gibbs,1000,339,1,0,0.04587848489683253,-0.07702749962078123,0.17171586949414702,1,154.872
Gibbs,1000,339,2,5,5.124894314807618,4.990873355035935,5.260260258714845,1,154.872
Gibbs,1000,339,3,10,9.921540434424983,9.783781006452609,10.059605555139305,1,154.872
Gibbs,1000,339,4,20,19.951066118412037,19.83122013714333,20.07360771786727,1,154.872
VB,1000,339,1,0,0.04464441136164557,-0.07691536746227237,0.16620419018556354,1,0.1720000000000255
VB,1000,339,2,5,5.124830069812192,5.001102125685255,5.248558013939129,0,0.1720000000000255
VB,1000,339,3,10,9.9221900931992,9.79184475268393,10.05253543371447,1,0.1720000000000255
VB,1000,339,4,20,19.950663518807133,19.829807038905265,20.071519998709,1,0.1720000000000255
Gibbs,1000,34,1,0,-0.0222676344794795,-0.14990152455362482,0.10479462803916267,1,156.402
Gibbs,1000,34,2,5,5.016314371899415,4.886393999321268,5.1451656538883705,1,156.402
Gibbs,1000,34,3,10,9.979283607251578,9.848245278447989,10.106792303354966,1,156.402
Gibbs,1000,34,4,20,19.95577913553986,19.83642202444844,20.07567999737054,1,156.402
VB,1000,34,1,0,-0.02090975541403345,-0.14600563695013533,0.10418612612206844,1,0.1560000000000059
VB,1000,34,2,5,5.015877065987243,4.8919261657944135,5.139827966180072,1,0.1560000000000059
VB,1000,34,3,10,9.979990409801724,9.855656179635185,10.104324639968263,1,0.1560000000000059
VB,1000,34,4,20,19.955880922390563,19.833383309565157,20.07837853521597,1,0.1560000000000059
Gibbs,1000,340,1,0,0.00947198140243044,-0.12301426332556276,0.1421121018711403,1,154.91400000000002
Gibbs,1000,340,2,5,5.133935980443423,5.004310158392741,5.263349813025645,0,154.91400000000002
Gibbs,1000,340,3,10,10.036896103799116,9.909507434331214,10.170089440976852,1,154.91400000000002
Gibbs,1000,340,4,20,20.03947338419052,19.919693144733735,20.159934637903117,1,154.91400000000002
VB,1000,340,1,0,0.00935542319810196,-0.1173359125870325,0.13604675898323643,1,0.15800000000001546
VB,1000,340,2,5,5.1339237336755925,5.0137741796568696,5.2540732876943155,0,0.15800000000001546
VB,1000,340,3,10,10.037119860907085,9.909419495673069,10.1648202261411,1,0.15800000000001546
VB,1000,340,4,20,20.039611974634017,19.917825851523357,20.161398097744677,1,0.15800000000001546
Gibbs,1000,341,1,0,0.14470181522346287,0.02445128285247401,0.26275591921497704,0,155.561
Gibbs,1000,341,2,5,5.110717487847204,4.972991697124111,5.251989474494153,1,155.561
Gibbs,1000,341,3,10,9.987435013344372,9.85052321570509,10.128751436621556,1,155.561
Gibbs,1000,341,4,20,20.158572179143132,20.03734637231278,20.277781818079827,0,155.561
VB,1000,341,1,0,0.14439528936230028,0.02663897671622037,0.26215160200838017,0,0.2239999999999895
VB,1000,341,2,5,5.110071186317399,4.981122423259845,5.239019949374954,1,0.2239999999999895
VB,1000,341,3,10,9.985702307186232,9.853844772368411,10.117559842004052,1,0.2239999999999895
VB,1000,341,4,20,20.15852900711542,20.03946968287242,20.27758833135842,0,0.2239999999999895
Gibbs,1000,342,1,0,-2.382899911891535e-4,-0.13019582888831577,0.12910815577602794,1,155.993
Gibbs,1000,342,2,5,4.987297903646073,4.851887157140044,5.124950351729278,1,155.993
Gibbs,1000,342,3,10,9.988470809614617,9.865630089582728,10.116681274322096,1,155.993
Gibbs,1000,342,4,20,20.003250491511334,19.87977000475113,20.12523475699156,1,155.993
VB,1000,342,1,0,-8.762965449655502e-4,-0.12558062171940615,0.12382802862947503,1,0.15000000000000568
VB,1000,342,2,5,4.986937063059665,4.862401409870242,5.1114727162490885,1,0.15000000000000568
VB,1000,342,3,10,9.987497821467633,9.8633628897853,10.111632753149962,1,0.15000000000000568
VB,1000,342,4,20,20.00310033393827,19.88060272644592,20.12559794143062,1,0.15000000000000568
Gibbs,1000,343,1,0,-0.04761482432207209,-0.17967705317417548,0.08409896563013913,1,155.217
Gibbs,1000,343,2,5,4.8630198091934895,4.727486114457338,4.999876951725618,0,155.217
Gibbs,1000,343,3,10,10.019353423939156,9.892707460041375,10.147327271467896,1,155.217
Gibbs,1000,343,4,20,19.93998525441648,19.81922429154615,20.061014474810825,1,155.217
VB,1000,343,1,0,-0.04706829007072261,-0.17415240550428335,0.08001582536283813,1,0.18299999999999272
VB,1000,343,2,5,4.863938739129471,4.739488525839137,4.988388952419804,0,0.18299999999999272
VB,1000,343,3,10,10.020014721728034,9.89754486018148,10.142484583274586,1,0.18299999999999272
VB,1000,343,4,20,19.939113644252895,19.817091738948072,20.06113554955772,1,0.18299999999999272
Gibbs,1000,344,1,0,0.00159036391618464,-0.12265529422848458,0.12861319891078432,1,155.011
Gibbs,1000,344,2,5,4.984266716710991,4.853074567594496,5.110365488401814,1,155.011
Gibbs,1000,344,3,10,10.025154841471416,9.90102285308832,10.15018773879246,1,155.011
Gibbs,1000,344,4,20,20.14091807842343,20.003982878628307,20.277817497970908,0,155.011
VB,1000,344,1,0,0.00121959718859926,-0.11957402075943847,0.122013215136637,1,0.21000000000000796
VB,1000,344,2,5,4.984463570165158,4.8624089445704675,5.106518195759848,1,0.21000000000000796
VB,1000,344,3,10,10.024720136902014,9.903832512835631,10.145607760968396,1,0.21000000000000796
VB,1000,344,4,20,20.141199277909344,20.00784125664665,20.27455729917204,0,0.21000000000000796
Gibbs,1000,345,1,0,0.05840651637416735,-0.06687890136961867,0.18289569289665933,1,155.42000000000002
Gibbs,1000,345,2,5,5.22689542819703,5.094361004039614,5.359456986408397,0,155.42000000000002
Gibbs,1000,345,3,10,9.943504573906056,9.815239515836474,10.069663342454836,1,155.42000000000002
Gibbs,1000,345,4,20,20.080867390564755,19.9514697440458,20.211392366887424,1,155.42000000000002
VB,1000,345,1,0,0.05817923431588308,-0.06427933674538541,0.18063780537715157,1,0.1570000000000107
VB,1000,345,2,5,5.226935370487907,5.104602423674658,5.349268317301156,0,0.1570000000000107
VB,1000,345,3,10,9.942584140783278,9.820121713547088,10.06504656801947,1,0.1570000000000107
VB,1000,345,4,20,20.08101902211141,19.95206328111916,20.209974763103652,1,0.1570000000000107
Gibbs,1000,346,1,0,0.02546004513461694,-0.1021488430583361,0.15292749463865413,1,155.471
Gibbs,1000,346,2,5,4.925796799758878,4.791186143168599,5.060885033946579,1,155.471
Gibbs,1000,346,3,10,9.91296746579464,9.785662067297643,10.039764277078351,1,155.471
Gibbs,1000,346,4,20,19.994527559094056,19.87306927784053,20.115335643544068,1,155.471
VB,1000,346,1,0,0.02552582445854919,-0.09859054355687522,0.1496421924739736,1,0.17099999999999227
VB,1000,346,2,5,4.92658122736014,4.801576189678117,5.051586265042164,1,0.17099999999999227
VB,1000,346,3,10,9.91417554344731,9.78941618527294,10.03893490162168,1,0.17099999999999227
VB,1000,346,4,20,19.99496245492308,19.872940549617507,20.116984360228653,1,0.17099999999999227
Gibbs,1000,347,1,0,0.04716687749429667,-0.07805285533348487,0.1730240655160852,1,154.99200000000002
Gibbs,1000,347,2,5,4.981594688694121,4.847841246632839,5.117794951076203,1,154.99200000000002
Gibbs,1000,347,3,10,9.955618163066369,9.830867020698712,10.079199792155125,1,154.99200000000002
Gibbs,1000,347,4,20,19.9157241183365,19.788217876803703,20.04721661386655,1,154.99200000000002
VB,1000,347,1,0,0.04928190987883182,-0.07304727227387034,0.171611092031534,1,0.23900000000000432
VB,1000,347,2,5,4.983551544990075,4.858523357591637,5.108579732388512,1,0.23900000000000432
VB,1000,347,3,10,9.955152316499298,9.834878168968718,10.075426464029878,1,0.23900000000000432
VB,1000,347,4,20,19.915278696499115,19.786601165488175,20.043956227510055,1,0.23900000000000432
Gibbs,1000,348,1,0,-0.06920350428975745,-0.19436376828030316,0.05118021398389646,1,155.852
Gibbs,1000,348,2,5,4.882639554294812,4.7499279289753655,5.016569920360383,1,155.852
Gibbs,1000,348,3,10,9.882101752521203,9.750375581207496,10.012318771901269,1,155.852
Gibbs,1000,348,4,20,19.928786081938792,19.802457844796923,20.053784622336376,1,155.852
VB,1000,348,1,0,-0.07011429822966916,-0.1900696699369777,0.04984107347763936,1,0.21000000000000796
VB,1000,348,2,5,4.882749181945932,4.75788516329322,5.007613200598644,1,0.21000000000000796
VB,1000,348,3,10,9.880988849229997,9.754380488394302,10.007597210065688,1,0.21000000000000796
VB,1000,348,4,20,19.92889202880417,19.804182739714584,20.05360131789376,1,0.21000000000000796
Gibbs,1000,349,1,0,0.04223632619192601,-0.08125681827498274,0.1652628218159955,1,154.8
Gibbs,1000,349,2,5,5.0111521436831525,4.867672428304016,5.1542891343423065,1,154.8
Gibbs,1000,349,3,10,9.834679282817149,9.706099915031883,9.968975721842796,0,154.8
Gibbs,1000,349,4,20,19.98973461003293,19.870587666960727,20.105706336656453,1,154.8
VB,1000,349,1,0,0.04375523913453333,-0.07573562135985866,0.1632460996289253,1,0.24399999999999977
VB,1000,349,2,5,5.012249098229446,4.879694892477169,5.144803303981722,1,0.24399999999999977
VB,1000,349,3,10,9.834945996900872,9.706908738098711,9.962983255703032,0,0.24399999999999977
VB,1000,349,4,20,19.98990711434347,19.872356240343603,20.107457988343345,1,0.24399999999999977
Gibbs,1000,35,1,0,0.04702804804785843,-0.07879741334448216,0.17188702071708217,1,155.93300000000002
Gibbs,1000,35,2,5,5.008884188307691,4.874385417545181,5.144737033452556,1,155.93300000000002
Gibbs,1000,35,3,10,9.991766125203569,9.86201731705922,10.118361034256214,1,155.93300000000002
Gibbs,1000,35,4,20,20.077176290784234,19.956996666315018,20.199353475933712,1,155.93300000000002
VB,1000,35,1,0,0.04749346513951876,-0.07405730294149387,0.1690442332205314,1,0.132000000000005
VB,1000,35,2,5,5.00987420280003,4.882493397287146,5.1372550083129145,1,0.132000000000005
VB,1000,35,3,10,9.992435014044272,9.867025227882596,10.117844800205948,1,0.132000000000005
VB,1000,35,4,20,20.076491802709334,19.954705679634294,20.198277925784375,1,0.132000000000005
Gibbs,1000,350,1,0,0.05992726514073413,-0.07311372300037043,0.19381639852636215,1,155.006
Gibbs,1000,350,2,5,5.158673268248794,5.03036060405092,5.284762844863158,0,155.006
Gibbs,1000,350,3,10,9.941348012686694,9.811358402849226,10.069721305102838,1,155.006
Gibbs,1000,350,4,20,19.96968566717815,19.84168773033174,20.096920428742905,1,155.006
VB,1000,350,1,0,0.05983936925908715,-0.06904162859927276,0.18872036711744705,1,0.18200000000001637
VB,1000,350,2,5,5.15714922975572,5.036945583796553,5.277352875714887,0,0.18200000000001637
VB,1000,350,3,10,9.941551577029909,9.819022226649686,10.064080927410131,1,0.18200000000001637
VB,1000,350,4,20,19.968752624267044,19.844043335208323,20.093461913325765,1,0.18200000000001637
Gibbs,1000,351,1,0,-0.01303501308352466,-0.1346923701160972,0.1108118611427127,1,154.817
Gibbs,1000,351,2,5,5.01251099225235,4.873089586957456,5.155752892685903,1,154.817
Gibbs,1000,351,3,10,9.913004703753783,9.790926230281318,10.039935282495223,1,154.817
Gibbs,1000,351,4,20,19.97402290861575,19.845510061730412,20.101089868875672,1,154.817
VB,1000,351,1,0,-0.0131029695546419,-0.13234765760612913,0.10614171849684532,1,0.22999999999998977
VB,1000,351,2,5,5.012895596822166,4.884709831494783,5.141081362149549,1,0.22999999999998977
VB,1000,351,3,10,9.913376410357566,9.792533334407809,10.034219486307324,1,0.22999999999998977
VB,1000,351,4,20,19.973559444892,19.84515833034596,20.10196055943804,1,0.22999999999998977
Gibbs,1000,352,1,0,-0.10831080528960636,-0.23093172650564064,0.01578919471897974,1,154.965
Gibbs,1000,352,2,5,4.913525498878634,4.783515251426174,5.041821521681079,1,154.965
Gibbs,1000,352,3,10,9.994924439749608,9.868292813407225,10.12379391714368,1,154.965
Gibbs,1000,352,4,20,19.951348162433657,19.82610737597359,20.08099947127387,1,154.965
VB,1000,352,1,0,-0.10816746588013994,-0.2280489665920181,0.01171403483173821,1,0.21599999999997976
VB,1000,352,2,5,4.913207220852135,4.790685125065281,5.035729316638989,1,0.21599999999997976
VB,1000,352,3,10,9.995046791219414,9.868744099887795,10.121349482551032,1,0.21599999999997976
VB,1000,352,4,20,19.950965795846148,19.823383366071248,20.07854822562105,1,0.21599999999997976
Gibbs,1000,353,1,0,0.10486677491311408,-0.02929230760385796,0.23735571622072035,1,155.348
Gibbs,1000,353,2,5,5.031738111413515,4.8904593363377025,5.1747974599336315,1,155.348
Gibbs,1000,353,3,10,10.060399236539675,9.938229086009793,10.180861739184994,1,155.348
Gibbs,1000,353,4,20,19.868242229531923,19.74835154248593,19.988727105109085,0,155.348
VB,1000,353,1,0,0.10414962755001558,-0.02363829234164941,0.23193754744168055,1,0.16899999999998272
VB,1000,353,2,5,5.031187058282914,4.900192752760598,5.162181363805229,1,0.16899999999998272
VB,1000,353,3,10,10.059421836033248,9.941848237568756,10.17699543449774,1,0.16899999999998272
VB,1000,353,4,20,19.86846943313376,19.747612953004698,19.989325913262824,0,0.16899999999998272
Gibbs,1000,354,1,0,0.0347442466438801,-0.09357679531566974,0.16267346790897186,1,154.877
Gibbs,1000,354,2,5,5.136975589905873,5.00068513182902,5.271830072159447,0,154.877
Gibbs,1000,354,3,10,10.08613210654985,9.955763949755868,10.212937458967149,1,154.877
Gibbs,1000,354,4,20,20.093228281608,19.96593126915625,20.220923837058216,1,154.877
VB,1000,354,1,0,0.03506784420977555,-0.08941937678223102,0.15955506520178214,1,0.15699999999998226
VB,1000,354,2,5,5.137237342280507,5.013633167080087,5.260841517480927,0,0.15699999999998226
VB,1000,354,3,10,10.086343667453534,9.964008731240735,10.20867860366633,1,0.15699999999998226
VB,1000,354,4,20,20.09234837419894,19.966874803018175,20.217821945379708,1,0.15699999999998226
Gibbs,1000,355,1,0,-0.01956912202275794,-0.14729794845205169,0.10615141028592824,1,155.125
Gibbs,1000,355,2,5,4.9307658314628515,4.795510871834393,5.064459927246411,1,155.125
Gibbs,1000,355,3,10,10.077983095387449,9.955246698155184,10.202047436719017,1,155.125
Gibbs,1000,355,4,20,19.994963445453756,19.86920718996818,20.11780740109764,1,155.125
VB,1000,355,1,0,-0.02122574034346315,-0.14253070753698122,0.10007922685005492,1,0.13800000000000523
